time,bf_03,bf_04,bl_ce193
2018-03-07 15:40:00,10.10840598,2.123,1.51362054
2018-03-07 15:45:00,11.50234799,NA,NA
2018-03-07 15:50:00,10.32123379,2.123,NA
2018-03-07 15:55:00,11.44016648,2.371,1.51362054
2018-03-07 16:00:00,11.61967646,NA,NA
2018-03-07 16:05:00,10.72695296,1.89,1.51362054
2018-03-07 16:10:00,10.62507523,NA,1.51362054
2018-03-07 16:15:00,10.99920524,1.89,1.51362054
2018-03-07 16:20:00,10.16394411,2.123,NA
2018-03-07 16:25:00,10.98468823,NA,NA
2018-03-07 16:30:00,11.04427673,2.123,NA
2018-03-07 16:35:00,12.27547808,2.123,NA
2018-03-07 16:40:00,12.73756186,2.123,1.51362054
2018-03-07 16:45:00,11.98378147,2.371,1.51362054
2018-03-07 16:50:00,11.90961286,2.634,1.51362054
2018-03-07 16:55:00,11.36795998,2.911,1.51362054
2018-03-07 17:00:00,11.9129314,2.634,1.51362054
2018-03-07 17:05:00,12.28327601,2.634,1.51362054
2018-03-07 17:10:00,13.3663862,2.634,1.51362054
2018-03-07 17:15:00,16.01711886,2.634,1.51362054
2018-03-07 17:20:00,15.19300573,2.634,NA
2018-03-07 17:25:00,14.83760714,6.516,NA
2018-03-07 17:30:00,13.92639197,7.897,NA
2018-03-07 17:35:00,20.65806342,6.961,1.51362054
2018-03-07 17:40:00,45.49925882,6.516,1.51362054
2018-03-07 17:45:00,36.96735838,8.389,1.51362054
2018-03-07 17:50:00,28.40200131,9.42,NA
2018-03-07 17:55:00,24.65934478,8.897,NA
2018-03-07 18:00:00,21.81143064,6.961,1.51362054
2018-03-07 18:05:00,19.91609348,6.087,1.51362054
2018-03-07 18:10:00,18.14949146,6.087,NA
2018-03-07 18:15:00,17.29702569,6.087,1.51362054
2018-03-07 18:20:00,16.24390217,6.087,1.51362054
2018-03-07 18:25:00,17.7248516,5.673,1.51362054
2018-03-07 18:30:00,15.29807582,4.171,1.51362054
2018-03-07 18:35:00,14.86055929,4.171,1.51362054
